"asset","sha256","source_document","embedded_name","embedded_index","bytes"
"embedded_017.png","6d151cea9f60cc69bb6a04b7b9f8e5f2ea7bada5e324171392a7e9219236cf09","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v4.docx","word/media/image17.png","17","338042"
"embedded_018.png","3603f7e247aff80b4cfaf70a6a1c4f946b206c265917e8949d8c73fa45b2d545","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v4.docx","word/media/image18.png","18","355337"
"embedded_019.png","0c378737d9739a922e8d704479423777bf8ed6960470d643a3c42ac7e8f9f17c","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v4.docx","word/media/image19.png","19","93171"
"embedded_020.png","8897f9d913537b0ca2de6e09ba33dd98a552a70ebbed1cb59efc41b091db1241","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v4.docx","word/media/image20.png","20","90345"
"embedded_021.png","37f91825b6db828d4bcd4117252cdb38e77b1f2abd3ad5df08efed7c4315f960","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v4.docx","word/media/image21.png","21","133326"
"embedded_001.png","a488efcea6f4641732a505e9627b7fcc42ab6ad7812bafb7454ca9e1c764cfbc","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v5.docx","word/media/image1.png","1","73974"
"embedded_002.png","33191778800341d4b6e1c0ff631a2853e14054ff171194965f39e3da75fb86ab","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v5.docx","word/media/image2.png","2","95875"
"embedded_003.png","5966cff3c359570639d8f526c05e84fde8542e0eda017e3911f367b4c46c3238","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v5.docx","word/media/image3.png","3","198123"
"embedded_004.png","986758584d710dde74b03295807615d6ee9080d9c246b457a755064e06f8ed2e","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v5.docx","word/media/image4.png","4","157740"
"embedded_005.png","eef0d362f3d76ad708d4669d1b64004737535373af1926b8701e3f13773bc18f","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v5.docx","word/media/image5.png","5","57079"
"embedded_006.png","d9e78e5e006e9e3668c3c0c1cde63e0c1b6c2330359f6cc5b89386d1dce35a0c","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v5.docx","word/media/image6.png","6","58234"
"embedded_007.png","d8407959523c724299889577081fbb739db984f8f6d6dea55792eb5181ede65d","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v5.docx","word/media/image7.png","7","49796"
"embedded_008.png","503bc663952120e7e420ce3d7d80c36e47c5e3ed8990339146cff45da9fcd188","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v5.docx","word/media/image8.png","8","53711"
"embedded_009.png","a40406848fe149f2feb2785768b8ace5181e866c232cd7170c6677550b820a1b","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v5.docx","word/media/image9.png","9","54296"
"embedded_010.png","216c146699a03920aa768b8f66ee2e8b26b341fea96a2bc2064ed232ac57d9af","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v5.docx","word/media/image10.png","10","122281"
"embedded_011.png","7a1340a2579b110c11bfef2efbc6de2c6b8012f79e95d9883f33a784a727cdc0","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v5.docx","word/media/image11.png","11","150738"
"embedded_012.png","3603f5b01910ea9428e6f353a539e4cadfec8c270f27d9932b5fc420f1d07297","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v5.docx","word/media/image12.png","12","98294"
"embedded_013.png","84278d915479bb167a216e7a124709fd8b57ecbab322409d3cbf63fc57f70e61","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v5.docx","word/media/image13.png","13","88220"
"embedded_014.png","34eac0c334c93f0c0971b729c727eec97cae212d0735406a734a659d4c0408d4","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v5.docx","word/media/image14.png","14","133000"
"embedded_015.png","d9485f7d5e3cd307d62bf230853d0bba35f9aa15bab5f1afbd1e586adbcf6c80","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v5.docx","word/media/image15.png","15","73251"
"embedded_016.png","f1d1b2d73dd7076fe4c02b12ecf209f45b546461eb15de605e9616cfc3f780c9","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v5.docx","word/media/image16.png","16","67612"
"embedded_017.png","6d151cea9f60cc69bb6a04b7b9f8e5f2ea7bada5e324171392a7e9219236cf09","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v5.docx","word/media/image17.png","17","338042"
"embedded_018.png","3603f7e247aff80b4cfaf70a6a1c4f946b206c265917e8949d8c73fa45b2d545","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v5.docx","word/media/image18.png","18","355337"
"embedded_019.png","0c378737d9739a922e8d704479423777bf8ed6960470d643a3c42ac7e8f9f17c","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v5.docx","word/media/image19.png","19","93171"
"embedded_020.png","8897f9d913537b0ca2de6e09ba33dd98a552a70ebbed1cb59efc41b091db1241","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v5.docx","word/media/image20.png","20","90345"
"embedded_021.png","37f91825b6db828d4bcd4117252cdb38e77b1f2abd3ad5df08efed7c4315f960","任务8\task8_nature_output\任务8_Nature双栏公式修正版_v5.docx","word/media/image21.png","21","133326"
"embedded_001.png","a488efcea6f4641732a505e9627b7fcc42ab6ad7812bafb7454ca9e1c764cfbc","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v2.docx","word/media/image1.png","1","73974"
"embedded_002.png","33191778800341d4b6e1c0ff631a2853e14054ff171194965f39e3da75fb86ab","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v2.docx","word/media/image2.png","2","95875"
"embedded_003.png","5966cff3c359570639d8f526c05e84fde8542e0eda017e3911f367b4c46c3238","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v2.docx","word/media/image3.png","3","198123"
"embedded_004.png","986758584d710dde74b03295807615d6ee9080d9c246b457a755064e06f8ed2e","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v2.docx","word/media/image4.png","4","157740"
"embedded_001.png","a488efcea6f4641732a505e9627b7fcc42ab6ad7812bafb7454ca9e1c764cfbc","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v3.docx","word/media/image1.png","1","73974"
"embedded_002.png","33191778800341d4b6e1c0ff631a2853e14054ff171194965f39e3da75fb86ab","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v3.docx","word/media/image2.png","2","95875"
"embedded_003.png","5966cff3c359570639d8f526c05e84fde8542e0eda017e3911f367b4c46c3238","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v3.docx","word/media/image3.png","3","198123"
"embedded_004.png","986758584d710dde74b03295807615d6ee9080d9c246b457a755064e06f8ed2e","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v3.docx","word/media/image4.png","4","157740"
"embedded_005.png","eef0d362f3d76ad708d4669d1b64004737535373af1926b8701e3f13773bc18f","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v3.docx","word/media/image5.png","5","57079"
"embedded_006.png","d9e78e5e006e9e3668c3c0c1cde63e0c1b6c2330359f6cc5b89386d1dce35a0c","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v3.docx","word/media/image6.png","6","58234"
"embedded_007.png","d8407959523c724299889577081fbb739db984f8f6d6dea55792eb5181ede65d","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v3.docx","word/media/image7.png","7","49796"
"embedded_008.png","503bc663952120e7e420ce3d7d80c36e47c5e3ed8990339146cff45da9fcd188","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v3.docx","word/media/image8.png","8","53711"
"embedded_009.png","a40406848fe149f2feb2785768b8ace5181e866c232cd7170c6677550b820a1b","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v3.docx","word/media/image9.png","9","54296"
"embedded_010.png","216c146699a03920aa768b8f66ee2e8b26b341fea96a2bc2064ed232ac57d9af","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v3.docx","word/media/image10.png","10","122281"
"embedded_011.png","7a1340a2579b110c11bfef2efbc6de2c6b8012f79e95d9883f33a784a727cdc0","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v3.docx","word/media/image11.png","11","150738"
"embedded_012.png","3603f5b01910ea9428e6f353a539e4cadfec8c270f27d9932b5fc420f1d07297","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v3.docx","word/media/image12.png","12","98294"
"embedded_013.png","84278d915479bb167a216e7a124709fd8b57ecbab322409d3cbf63fc57f70e61","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v3.docx","word/media/image13.png","13","88220"
"embedded_014.png","34eac0c334c93f0c0971b729c727eec97cae212d0735406a734a659d4c0408d4","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v3.docx","word/media/image14.png","14","133000"
"embedded_015.png","d9485f7d5e3cd307d62bf230853d0bba35f9aa15bab5f1afbd1e586adbcf6c80","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v3.docx","word/media/image15.png","15","73251"
"embedded_016.png","f1d1b2d73dd7076fe4c02b12ecf209f45b546461eb15de605e9616cfc3f780c9","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v3.docx","word/media/image16.png","16","67612"
"embedded_017.png","6d151cea9f60cc69bb6a04b7b9f8e5f2ea7bada5e324171392a7e9219236cf09","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v3.docx","word/media/image17.png","17","338042"
"embedded_018.png","3603f7e247aff80b4cfaf70a6a1c4f946b206c265917e8949d8c73fa45b2d545","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v3.docx","word/media/image18.png","18","355337"
"embedded_019.png","0c378737d9739a922e8d704479423777bf8ed6960470d643a3c42ac7e8f9f17c","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v3.docx","word/media/image19.png","19","93171"
"embedded_020.png","8897f9d913537b0ca2de6e09ba33dd98a552a70ebbed1cb59efc41b091db1241","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v3.docx","word/media/image20.png","20","90345"
"embedded_021.png","37f91825b6db828d4bcd4117252cdb38e77b1f2abd3ad5df08efed7c4315f960","任务8\task8_nature_output\任务8_Nature双栏最终排版版_v3.docx","word/media/image21.png","21","133326"
"embedded_001.png","a488efcea6f4641732a505e9627b7fcc42ab6ad7812bafb7454ca9e1c764cfbc","任务8\task8_nature_output\任务8_Nature双栏最终排版版.docx","word/media/image1.png","1","73974"
"embedded_002.png","33191778800341d4b6e1c0ff631a2853e14054ff171194965f39e3da75fb86ab","任务8\task8_nature_output\任务8_Nature双栏最终排版版.docx","word/media/image2.png","2","95875"
"embedded_003.png","5966cff3c359570639d8f526c05e84fde8542e0eda017e3911f367b4c46c3238","任务8\task8_nature_output\任务8_Nature双栏最终排版版.docx","word/media/image3.png","3","198123"
"embedded_004.png","986758584d710dde74b03295807615d6ee9080d9c246b457a755064e06f8ed2e","任务8\task8_nature_output\任务8_Nature双栏最终排版版.docx","word/media/image4.png","4","157740"
"embedded_022.png","fe83496f4de0ddfbee4fd9a127cb101e921372b4a3acf133ed1fa6f959061b32","任务8\task8_nature_output\final_paper_nature_style_academic_optimized_v8.docx","word/media/image1.png","1","169416"
"embedded_023.png","1d841e7ab6e2df5112328e2ffeeb08d3978bba6a51e92827faabba646a5de6ef","任务8\task8_nature_output\final_paper_nature_style_academic_optimized_v8.docx","word/media/image2.png","2","91583"
"embedded_024.png","a240b3bd1ee308e387425f9e82bd60c4a125761c3e81cfac81121847f31bad63","任务8\task8_nature_output\final_paper_nature_style_academic_optimized_v8.docx","word/media/image3.png","3","113537"
"embedded_025.png","9e750db0eeacbeeaca212537989c922baf9d26b8b8d405fdd79fbb1bb660c7e6","任务8\task8_nature_output\final_paper_nature_style_academic_optimized_v8.docx","word/media/image4.png","4","328938"
"embedded_026.png","f37d861555405093770385c81a9e3c5a0835204a97a0adffad6796b8eb65a5cb","任务8\task8_nature_output\final_paper_nature_style_academic_optimized_v8.docx","word/media/image5.png","5","127781"
"embedded_027.png","4921eeb40f0ff59443ec7f89db2408119c8f136bf6d65748bb3d05cda7688d5a","任务8\task8_nature_output\final_paper_nature_style_academic_optimized_v8.docx","word/media/image6.png","6","208054"
"embedded_028.png","09e1a173bbb3279a38951be8eabc7b3b8b84d0a7ad308be3409440d7e3bbf1f1","任务8\task8_nature_output\final_paper_nature_style_academic_optimized_v8.docx","word/media/image7.png","7","122388"
"embedded_029.png","ee7fa345a074a9d4022d55eea0056aca3e023101c7e72c212aee7573cb39dba9","任务8\task8_nature_output\final_paper_nature_style_academic_optimized_v8.docx","word/media/image8.png","8","146392"
"embedded_030.png","e3db43dabf4937cbe9319bf59a3bcd1f6085459a137f66a4b76ccf9ee923ff84","任务8\task8_nature_output\final_paper_nature_style_academic_optimized_v8.docx","word/media/image9.png","9","147568"
"embedded_031.png","c65e8fffa5645bf069e4ebb2f2e2d2a9f25ccbc3d969ff55cb7481dc8ba7a36f","任务8\task8_nature_output\final_paper_nature_style_academic_optimized_v8.docx","word/media/image10.png","10","141747"
"embedded_032.png","f2836402ae0406928f177d951ca17a266fdab053ac4263b5db5587ca05c9b3fe","任务8\task8_nature_output\final_paper_nature_style_academic_optimized_v8.docx","word/media/image11.png","11","202001"
"embedded_033.png","a60b561ee901ac176336b64555fd5a1d8f3e1817d71dc3d11e34b3e929ece97b","任务8\task8_nature_output\final_paper_nature_style_academic_optimized_v8.docx","word/media/image12.png","12","232409"
"embedded_034.png","f070f7f76a172a22ffd90ec6faaaffdf31497a6e7497001776a0b9c6ab5689a1","任务8\task8_nature_output\final_paper_nature_style_academic_optimized_v8.docx","word/media/image13.png","13","126176"
"embedded_035.png","b166b4a2888c83880d632c91605f4fcfda8f018db0153bd2efce318809e8e77d","任务8\task8_nature_output\final_paper_nature_style_academic_optimized_v8.docx","word/media/image14.png","14","107723"
"embedded_005.png","eef0d362f3d76ad708d4669d1b64004737535373af1926b8701e3f13773bc18f","任务8\task8_nature_output\source_task8.docx","word/media/image1.png","1","57079"
"embedded_006.png","d9e78e5e006e9e3668c3c0c1cde63e0c1b6c2330359f6cc5b89386d1dce35a0c","任务8\task8_nature_output\source_task8.docx","word/media/image2.png","2","58234"
"embedded_007.png","d8407959523c724299889577081fbb739db984f8f6d6dea55792eb5181ede65d","任务8\task8_nature_output\source_task8.docx","word/media/image3.png","3","49796"
"embedded_008.png","503bc663952120e7e420ce3d7d80c36e47c5e3ed8990339146cff45da9fcd188","任务8\task8_nature_output\source_task8.docx","word/media/image4.png","4","53711"
"embedded_009.png","a40406848fe149f2feb2785768b8ace5181e866c232cd7170c6677550b820a1b","任务8\task8_nature_output\source_task8.docx","word/media/image5.png","5","54296"
"embedded_010.png","216c146699a03920aa768b8f66ee2e8b26b341fea96a2bc2064ed232ac57d9af","任务8\task8_nature_output\source_task8.docx","word/media/image6.png","6","122281"
"embedded_011.png","7a1340a2579b110c11bfef2efbc6de2c6b8012f79e95d9883f33a784a727cdc0","任务8\task8_nature_output\source_task8.docx","word/media/image7.png","7","150738"
"embedded_012.png","3603f5b01910ea9428e6f353a539e4cadfec8c270f27d9932b5fc420f1d07297","任务8\task8_nature_output\source_task8.docx","word/media/image8.png","8","98294"
"embedded_013.png","84278d915479bb167a216e7a124709fd8b57ecbab322409d3cbf63fc57f70e61","任务8\task8_nature_output\source_task8.docx","word/media/image12.png","9","88220"
"embedded_014.png","34eac0c334c93f0c0971b729c727eec97cae212d0735406a734a659d4c0408d4","任务8\task8_nature_output\source_task8.docx","word/media/image13.png","10","133000"
"embedded_015.png","d9485f7d5e3cd307d62bf230853d0bba35f9aa15bab5f1afbd1e586adbcf6c80","任务8\task8_nature_output\source_task8.docx","word/media/image14.png","11","73251"
"embedded_016.png","f1d1b2d73dd7076fe4c02b12ecf209f45b546461eb15de605e9616cfc3f780c9","任务8\task8_nature_output\source_task8.docx","word/media/image15.png","12","67612"
"embedded_017.png","6d151cea9f60cc69bb6a04b7b9f8e5f2ea7bada5e324171392a7e9219236cf09","任务8\task8_nature_output\source_task8.docx","word/media/image16.png","13","338042"
"embedded_018.png","3603f7e247aff80b4cfaf70a6a1c4f946b206c265917e8949d8c73fa45b2d545","任务8\task8_nature_output\source_task8.docx","word/media/image17.png","14","355337"
"embedded_019.png","0c378737d9739a922e8d704479423777bf8ed6960470d643a3c42ac7e8f9f17c","任务8\task8_nature_output\source_task8.docx","word/media/image9.png","15","93171"
"embedded_020.png","8897f9d913537b0ca2de6e09ba33dd98a552a70ebbed1cb59efc41b091db1241","任务8\task8_nature_output\source_task8.docx","word/media/image11.png","16","90345"
"embedded_021.png","37f91825b6db828d4bcd4117252cdb38e77b1f2abd3ad5df08efed7c4315f960","任务8\task8_nature_output\source_task8.docx","word/media/image10.png","17","133326"
"embedded_001.png","a488efcea6f4641732a505e9627b7fcc42ab6ad7812bafb7454ca9e1c764cfbc","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v2.docx","word/media/image1.png","1","73974"
"embedded_002.png","33191778800341d4b6e1c0ff631a2853e14054ff171194965f39e3da75fb86ab","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v2.docx","word/media/image2.png","2","95875"
"embedded_003.png","5966cff3c359570639d8f526c05e84fde8542e0eda017e3911f367b4c46c3238","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v2.docx","word/media/image3.png","3","198123"
"embedded_004.png","986758584d710dde74b03295807615d6ee9080d9c246b457a755064e06f8ed2e","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v2.docx","word/media/image4.png","4","157740"
"embedded_001.png","a488efcea6f4641732a505e9627b7fcc42ab6ad7812bafb7454ca9e1c764cfbc","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v3.docx","word/media/image1.png","1","73974"
"embedded_002.png","33191778800341d4b6e1c0ff631a2853e14054ff171194965f39e3da75fb86ab","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v3.docx","word/media/image2.png","2","95875"
"embedded_003.png","5966cff3c359570639d8f526c05e84fde8542e0eda017e3911f367b4c46c3238","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v3.docx","word/media/image3.png","3","198123"
"embedded_004.png","986758584d710dde74b03295807615d6ee9080d9c246b457a755064e06f8ed2e","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v3.docx","word/media/image4.png","4","157740"
"embedded_005.png","eef0d362f3d76ad708d4669d1b64004737535373af1926b8701e3f13773bc18f","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v3.docx","word/media/image5.png","5","57079"
"embedded_006.png","d9e78e5e006e9e3668c3c0c1cde63e0c1b6c2330359f6cc5b89386d1dce35a0c","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v3.docx","word/media/image6.png","6","58234"
"embedded_007.png","d8407959523c724299889577081fbb739db984f8f6d6dea55792eb5181ede65d","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v3.docx","word/media/image7.png","7","49796"
"embedded_008.png","503bc663952120e7e420ce3d7d80c36e47c5e3ed8990339146cff45da9fcd188","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v3.docx","word/media/image8.png","8","53711"
"embedded_009.png","a40406848fe149f2feb2785768b8ace5181e866c232cd7170c6677550b820a1b","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v3.docx","word/media/image9.png","9","54296"
"embedded_010.png","216c146699a03920aa768b8f66ee2e8b26b341fea96a2bc2064ed232ac57d9af","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v3.docx","word/media/image10.png","10","122281"
"embedded_011.png","7a1340a2579b110c11bfef2efbc6de2c6b8012f79e95d9883f33a784a727cdc0","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v3.docx","word/media/image11.png","11","150738"
"embedded_012.png","3603f5b01910ea9428e6f353a539e4cadfec8c270f27d9932b5fc420f1d07297","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v3.docx","word/media/image12.png","12","98294"
"embedded_013.png","84278d915479bb167a216e7a124709fd8b57ecbab322409d3cbf63fc57f70e61","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v3.docx","word/media/image13.png","13","88220"
"embedded_014.png","34eac0c334c93f0c0971b729c727eec97cae212d0735406a734a659d4c0408d4","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v3.docx","word/media/image14.png","14","133000"
"embedded_015.png","d9485f7d5e3cd307d62bf230853d0bba35f9aa15bab5f1afbd1e586adbcf6c80","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v3.docx","word/media/image15.png","15","73251"
"embedded_016.png","f1d1b2d73dd7076fe4c02b12ecf209f45b546461eb15de605e9616cfc3f780c9","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v3.docx","word/media/image16.png","16","67612"
"embedded_017.png","6d151cea9f60cc69bb6a04b7b9f8e5f2ea7bada5e324171392a7e9219236cf09","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v3.docx","word/media/image17.png","17","338042"
"embedded_018.png","3603f7e247aff80b4cfaf70a6a1c4f946b206c265917e8949d8c73fa45b2d545","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v3.docx","word/media/image18.png","18","355337"
"embedded_019.png","0c378737d9739a922e8d704479423777bf8ed6960470d643a3c42ac7e8f9f17c","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v3.docx","word/media/image19.png","19","93171"
"embedded_020.png","8897f9d913537b0ca2de6e09ba33dd98a552a70ebbed1cb59efc41b091db1241","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v3.docx","word/media/image20.png","20","90345"
"embedded_021.png","37f91825b6db828d4bcd4117252cdb38e77b1f2abd3ad5df08efed7c4315f960","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v3.docx","word/media/image21.png","21","133326"
"embedded_001.png","a488efcea6f4641732a505e9627b7fcc42ab6ad7812bafb7454ca9e1c764cfbc","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v4_formula_fixed.docx","word/media/image1.png","1","73974"
"embedded_002.png","33191778800341d4b6e1c0ff631a2853e14054ff171194965f39e3da75fb86ab","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v4_formula_fixed.docx","word/media/image2.png","2","95875"
"embedded_003.png","5966cff3c359570639d8f526c05e84fde8542e0eda017e3911f367b4c46c3238","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v4_formula_fixed.docx","word/media/image3.png","3","198123"
"embedded_004.png","986758584d710dde74b03295807615d6ee9080d9c246b457a755064e06f8ed2e","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v4_formula_fixed.docx","word/media/image4.png","4","157740"
"embedded_005.png","eef0d362f3d76ad708d4669d1b64004737535373af1926b8701e3f13773bc18f","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v4_formula_fixed.docx","word/media/image5.png","5","57079"
"embedded_006.png","d9e78e5e006e9e3668c3c0c1cde63e0c1b6c2330359f6cc5b89386d1dce35a0c","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v4_formula_fixed.docx","word/media/image6.png","6","58234"
"embedded_007.png","d8407959523c724299889577081fbb739db984f8f6d6dea55792eb5181ede65d","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v4_formula_fixed.docx","word/media/image7.png","7","49796"
"embedded_008.png","503bc663952120e7e420ce3d7d80c36e47c5e3ed8990339146cff45da9fcd188","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v4_formula_fixed.docx","word/media/image8.png","8","53711"
"embedded_009.png","a40406848fe149f2feb2785768b8ace5181e866c232cd7170c6677550b820a1b","任务8\task8_nature_output\Task8_Nature_final_two_column_layout_v4_formula_fixed.docx","word/media/image9.png","9","54296"
